commit,repo_name,committer_time_sec,committer_tz_offset,committer_date,message
7172b1d5daff92b65dc6326f79286eab9d93548c,facebook/react,1401811549,330,2014-06-03 16:05:49 UTC,"Update 2014-03-21-react-v0.10.md

Fix link to React v0.10 RC"
75a00494339fdfd14e285c1219f5813427afb03a,facebook/react,1436888392,540,2015-07-14 15:39:52 UTC,"Delete unnecessary control code.
"
cc920a502fd188eaed9f39c47c0ac68a8b4f64e4,facebook/react,1403205673,-420,2014-06-19 19:21:13 UTC,"Merge pull request #1724 from spicyj/main-nor

Don't export (undefined) React in main.js"
d62b8407cf11cbcedfcef10001aa71af4ee4751e,angular/angular.js,1307425919,-420,2011-06-07 05:51:59 UTC,"Fixed couple of failing tests in docs

These tests were failing because of rewriting urls into new 'section' format,
i.e. angular.scope -> api.angular.scope
"
32ad2926116e5f52ed04d788220bd389f8d0a4ac,angular/angular.js,1378416028,-240,2013-09-05 21:20:28 UTC,"refactor($animate): use CSS3 transition/animation events instead of $timeouts to track ongoing animations

Closes #3629
Closes #3874
"
356e85cd6ad4db66c3dceb44e12f1f8f709f1fce,facebook/react,1397094611,-420,2014-04-10 01:50:11 UTC,"Separate performanceNow into own project
"
3831de8a05727d5db9e444208738e709bb9a9af7,angular/angular.js,1421330065,0,2015-01-15 13:54:25 UTC,"docs(CONTRIBUTING): add colons for consistent styling

Closes #10744
"
3967f5f7d6c8aa7b41a5352b12f457e2fbaa251a,angular/angular.js,1374517673,-420,2013-07-22 18:27:53 UTC,"fix(Scope): ensure that isolate scopes use the main evalAsync queue

Previously any $evalAsync task scheduled from a isolate scope or a child of an isolate scope
would never execute because we never flushed this queue
"
39ebb06baf0be6e629f639b9fec6c37b1b7f0fe3,angular/angular.js,1446726297,120,2015-11-05 12:24:57 UTC,"docs(guide/Directives): change ""it"" to possessive

Closes #13253
"
1343cc0c9b543b37b73f9ed2861f389cca414f03,facebook/react,1438638905,-420,2015-08-03 21:55:05 UTC,"Add blog post about the new devtools beta
"
e10c873d09c1cd85287d27f6fd373c190389080d,facebook/react,1437520408,-420,2015-07-21 23:13:28 UTC,"Merge pull request #4455 from marocchino/update-korean

Update Korean translation to e928c65"
e34519e93bacfa02e220a663aba671403cdbcada,angular/angular.js,1359237136,60,2013-01-26 21:52:16 UTC,"docs(a): escape sample code in ng a directive
"
e61e6dd4eddae3fcf217cd382b5f95b55d6f4ae2,facebook/react,1457398930,-480,2016-03-08 01:02:10 UTC,"Revert ""Change release to multi task""

This reverts commit c77f0b2fc57df9f4b7d632e325fe236c452af6a5.
"
f0b01d0faa87a27631e098141a582d78e6cb519f,facebook/react,1390353768,-480,2014-01-22 01:22:48 UTC,"Merge pull request #885 from syranide/natext

Remove unnecessary 'NA'-fallback for getTextContentAccessor()"
5c203240d484c9803e19ce537adcb70fd9010a30,angular/angular.js,1369041558,60,2013-05-20 09:19:18 UTC,"doc(filter): remove invalid character
"
625f32b7eb71647dfe12ec1b3fe9b9ae4736e8b3,angular/angular.js,1282179021,-420,2010-08-19 00:50:21 UTC,"converted lexer from function to closure
"
ea79138156f65db5140b4d69df638db9c72870ef,facebook/react,1453755512,-480,2016-01-25 20:58:32 UTC,"Merge pull request #5917 from zeke/homepage-urls

Fix homepage URLs in package.json files"
ef7cf60ebd74e0a787471ac2b9fa738f636aeae3,angular/angular.js,1310972678,-420,2011-07-18 07:04:38 UTC,"doc(misc): fixing typos in docs
"
17e704675491e84b9c944684d4732823c584cefe,facebook/react,1433377172,-420,2015-06-04 00:19:32 UTC,"Add custom eslint rule for warning and invariant

See #2869

Checks that the *second* argument of warning and invariant are a literal
string, or a concatination of literal strings, and that the number of
arguments is correct based on the number of %s substrings.

This commit also fixes a few places where the existing code had broken
error messages!

The rule itself is pretty straightforward, although adding the tests
ended up being a bit painful, as eslint-tester depends on mocha, and
therefore needs to be run in a separate grunt task.
"
1abe716358a81076cdc76a20deca2f52332be956,facebook/react,1414775492,-420,2014-10-31 17:11:32 UTC,"Merge pull request #2443 from kruppel/kurt/minor-tip-typo

Fix typo in If/Else JSX doc."
1d50663b38ba042e8d748ffa6d48cfb5e93cfd7e,angular/angular.js,1384998847,-300,2013-11-21 01:54:07 UTC,"fix(ngAnimate): use a fallback CSS property that doesn't break existing styles

The clip property seems to remove the box-shadow property when an absolute
positioned animation is ongoing. This fix changes the property to be border-spacing
which is also very underused. The border-spacing CSS property is only visible
when border-collapse is set to separate.

Closes #4902
Closes #5030
"
1dbde787d004b01b342ebdfe4f9196de523d0a35,facebook/react,1443144877,480,2015-09-25 01:34:37 UTC,Published with https://stackedit.io/
f6d8be8ad3b8cd5a8be058d1c44a8ab1fb5cfffb,angular/angular.js,1463155796,180,2016-05-13 16:09:56 UTC,"docs(ngComponentRouter): specify correct version of npm package

The latest npm package does not contain the angular 1 version of the router.

Related to 824ce30."
e9dcec0c5d4c4f636815dc87c5f7890334045017,angular/angular.js,1413581024,120,2014-10-17 21:23:44 UTC,"docs(guide/forms, input): add information how to modify built-in validators

Closes #5757
Closes #7798
"
240d5896ecdfac2351f9bd6147b52de52c0b7608,angular/angular.js,1442951368,-420,2015-09-22 19:49:28 UTC,"fix(ngAnimate): ensure anchoring uses body as a container when needed

Prior to this fix anchoring would allow for a container to be a document
node or something higher beyond the body tag. This patch makes it fall
back to body incase the rootElement node exists as a parent ancestor.

Closes #12872
"
28ff7c3a66fbd770515273c7ca2fcb9cd936b50e,angular/angular.js,1333462069,-420,2012-04-03 14:07:49 UTC,"Doc fixes in bootstrap

Now makes sense.
"
70a8c550237ad262044d81be61349ade99328245,facebook/react,1396074260,-420,2014-03-29 06:24:20 UTC,"Merge pull request #1288 from vjeux/server_docs

Add client/server mention in componentDid/WillMount documentation"
725028b07dbd60d0f40b94be3fe191d4e8c93cc9,angular/angular.js,1365709140,-420,2013-04-11 19:39:00 UTC,"docs($http): fix a typo
"
7682e5747a889d7818f5ce9ebb2bdb8bf3897c34,angular/angular.js,1394100924,-480,2014-03-06 10:15:24 UTC,"chore(build): don't instruct Jenkins test on IE

for an unknown reason the VMs can't connect to local karma, so all builds on Jenkins (ci.angularjs.org)
are failing right now.

Since we want to kill Jenkins anyway, and travis tests on IE, this should not have any
significant impact on us.
"
79a27340688221b7397eb5dd58ee3fb009f2fe7a,facebook/react,1371669580,-420,2013-06-19 19:19:40 UTC,"Merge pull request #113 from vjeux/community_2

Community Roundup #2"
8ccb363a8e4be3b80bda3ca4f6a0e5fb49afee9f,facebook/react,1396387938,-420,2014-04-01 21:32:18 UTC,"Merge pull request #1308 from chenglou/pure

add `ReactComponentWithPureRenderMixin` to addons"
c84ad52ddbb74095200215bc9c6abf51118e7f64,facebook/react,1461120080,60,2016-04-20 02:41:20 UTC,"Merge pull request #6338 from sebmarkbage/reactnative2

Move React Core Integration and Injection to the Core Repo"
d6984db4d5da236cc48c832a1d6a00706c7267e9,angular/angular.js,1367314773,60,2013-04-30 09:39:33 UTC,"style($injector): add a comment to explain the distinction with isArray
"
96677d5da56557cb2a0626b679e2cc1a238d80f5,facebook/react,1423784672,180,2015-02-12 23:44:32 UTC,"update eslint rules
"
a04597eaa10ecbfdd8ec8ee0885721ff534cc6eb,facebook/react,1426088020,540,2015-03-11 15:33:40 UTC,"Translate 02.2 to Korean

- Up to fc91d2f
"
6470b48ce022885551e83c9f5fd8a90fbc6ff80e,angular/angular.js,1271462586,-420,2010-04-17 00:03:06 UTC,"validation issues fixed
"
6e992fbbddbdcafdd9510897a770f4ef913f7555,facebook/react,1427940309,-240,2015-04-02 02:05:09 UTC,"Set up `style` mutation monitoring

This works by storing the style and its copy onto the component, and do
the appropriate comparison during `_updateDOMProperties`.
"
738a9e3ef25db863126cd7ec2b37b9ba0bd1c7c2,facebook/react,1472575454,-420,2016-08-30 16:44:14 UTC,"Remove keyMirror in PropagationPhases (#7596)

See rationale in https://www.facebook.com/groups/2003630259862046/permalink/2097088000516271/"
60e80509a8f69a7fa750c3399b84bd0d4cc53855,angular/angular.js,1390352570,-480,2014-01-22 01:02:50 UTC,"docs(select): add callout style for a note
"
6b05105c085e59a8963dcdb1166c9193315725f8,angular/angular.js,1411416889,-420,2014-09-22 20:14:49 UTC,"docs(triaging): fix formatting
"
6d300527c86c6cf5a0d3cb033c4d4b875c65bec5,facebook/react,1381488130,180,2013-10-11 10:42:10 UTC,"svg: rx/ry for rounded corners
"
9400b3436359287cd4ae1a0c32dfb21aca9d7244,facebook/react,1441088489,-420,2015-09-01 06:21:29 UTC,"Merge pull request #4746 from zpao/use-fbjs-lint

Use eslintrc from fbjs"
9c113aa4afdca236a1d7e08f668085aebae6a025,angular/angular.js,1417575600,-300,2014-12-03 03:00:00 UTC,"style(guide/css-styling): remove trailing whitespace

Pretty self-explanatory, no mystery here.
"
9c35189ad196b1849d6260a60e3c0e10c5c6a1e4,facebook/react,1372450220,-420,2013-06-28 20:10:20 UTC,"Add support for empty XJS expressions
"
9e16aaf3a912b0ab189b9a3a097e68602ddd2740,angular/angular.js,1393675100,60,2014-03-01 11:58:20 UTC,"docs($sce/insecurl): mention port in the same origin policy

Closes #5759

The default trusted origin appears to be the same protocol+domain+port,
non just protocol+domain.
I patched the doc accordingly.
"
cf5e463abd2c23f62e9c2e6361e6c53048c8910e,angular/angular.js,1392424136,-480,2014-02-15 00:28:56 UTC,"pref($animate): only trigger DOM callbacks if registered on the element being animated

BREAKING CHANGE: Both the `$animate:before` and `$animate:after` DOM events must be now
registered prior to the $animate operation taking place. The `$animate:close` event
can be registered anytime afterwards.

DOM callbacks used to fired for each and every animation operation that occurs within the
$animate service provided in the ngAnimate module. This may end up slowing down an
application if 100s of elements are being inserted into the page. Therefore after this
change callbacks are only fired if registered on the element being animated.
"
db6e07e87d252b45e025257e2686103a83f73c8a,facebook/react,1406781577,-420,2014-07-31 04:39:37 UTC,"Merge pull request #1827 from syranide/jsxstrict

JSXTransformer, stricter parsing of script type"
83101b878ed55b9c43ffd49311654e02bd738c9d,facebook/react,1370554185,-420,2013-06-06 21:29:45 UTC,"Add license headers to new files
"
8425e9fe383c17f6a5589c778658c5fc0570ae8f,angular/angular.js,1384470339,-480,2013-11-14 23:05:39 UTC,"fix(loader): don't rely on internal APIs

This significantly increases the size of the loader:
- minified: 1031bytes -> 1509bytes (+46%)
- minified + gzip: 593bytes -> 810bytes (+36%)

I'm not entirely sold on the idea of shipping minErr with the loade. With the current state, the angular-loader behavior is completely broken - this is just a quick fix, we can revisit this change in the future.


Closes #4437
Closes #4874"
8a460ba2e83ce47fa0198865d4bdf50617306971,facebook/react,1401003639,-420,2014-05-25 07:40:39 UTC,"Auto-bind before getDefaultProps

Fixes #1595.
"
5026315d6f4495d636d86ae2a022fb55cc0ca211,angular/angular.js,1342464021,-420,2012-07-16 18:40:21 UTC,"fix(docs): correct typo
"
52494f9d723f4b2db12a0bf16a07b243076c15cf,facebook/react,1414011714,-420,2014-10-22 21:01:54 UTC,"Update docs to align with 0.12 better

- Rename React.renderComponent -> React.render
- Remove most references to transferPropsTo
"
9d14cce62f49a8ed1b4d682d549dc6a42e9928f9,facebook/react,1462209357,-420,2016-05-02 17:15:57 UTC,"Update readme for 15.0.2

(cherry picked from commit 4dec99c61e521d7a655d148e3dd4c42d1bf39456)
"
a185f09943a2488cd4ea6dc99288da4cdd7d4cad,facebook/react,1407961699,-420,2014-08-13 20:28:19 UTC,"Add classid property for <object/> tag

This properties needed to work with ActiveX objects in IE, created by
<object/> tag.

Closes #1526
"
a440f407131456cb847c6d9db84caeca67b413eb,facebook/react,1443228765,-420,2015-09-26 00:52:45 UTC,"[docs] Make the server required for the tutorial
"
bfbcb5362ba5d8f233a7966ce255c428fff04377,facebook/react,1383066860,-420,2013-10-29 17:14:20 UTC,"tip format for intro
"
c8ec4595bb17374cd20bd8887202b9d9a9610e69,facebook/react,1378940639,-420,2013-09-11 23:03:59 UTC,"Merge pull request #344 from benjamn/fix-silent-test-failure-due-to-requiring-React

Use a regular expression to parse out React.version"
cbc7496c1f7c6b5b875dcb073d6226d02f390e4e,angular/angular.js,1399038525,60,2014-05-02 13:48:45 UTC,"chore(doc-gen): update to dgeni 0.3.0
"
7da874d835519bf1dfa9ca04f4e31bac9b827d5e,facebook/react,1381276151,-420,2013-10-08 23:49:11 UTC,"Add TransitionGroup example
"
836e4c14283754309a9e4dac7de57f1c80d0030b,angular/angular.js,1319472993,-420,2011-10-24 16:16:33 UTC,"chore(release): preparing the 0.10.5 steel-fist iteration
"
86c72a527147d6efdce1e1c2954daa7796960570,facebook/react,1428622644,-420,2015-04-09 23:37:24 UTC,"Merge pull request #3642 from marocchino/ko-update

Update Korean translation to 0185c68"
61c47e4cae857fcc4b52d89eebe551ca4880e2d7,facebook/react,1376589399,-420,2013-08-15 17:56:39 UTC,"Refactor ReactComponent to have no dependency on the DOM.

React is more than just a DOM app library, it is a component
abstraction library. This enforces that.
"
6a3e9d583bbff69e6e54ffebc525f3d7f94e753b,facebook/react,1463767767,-420,2016-05-20 18:09:27 UTC,"Merge pull request #6804 from dmitriiabramov/update_typescript

Update typescript"
12e4d3ac4da3e7ea8d9be49764dbbc091a345bf7,angular/angular.js,1392744308,-300,2014-02-18 17:25:08 UTC,"docs($q): fixup dgeni ngdoc annotations for $q methods

Just a tiny fixup, that's all.

Closes #6317
"
1f8ef4c90390287fa9931633ae6f3da950323942,facebook/react,1376692823,-420,2013-08-16 22:40:23 UTC,"Sync modules to vendor/core

We haven't done this recently. Nothing has changed significantly, though
this does remove some files we weren't using.
"
470eb37d29be25c270f9956bab1152fa96fdf449,angular/angular.js,1441624749,60,2015-09-07 11:19:09 UTC,"docs(guide/directive): clarification on the 'matches' terminology

Closes #8120
"
50c28fa9c4568242dc41a1f7d060b7119cfcca64,facebook/react,1455691468,540,2016-02-17 06:44:28 UTC,"Merge pull request #6052 from cpojer/master

Update to jest-cli 0.9."
50c81d5fe68096fec9e4c5ff6c6cee73cd07704e,facebook/react,1448504686,-480,2015-11-26 02:24:46 UTC,"Make createClass 10-15% faster on complex specs
"
999fa446169461ed3a7d68dfd4084ad7d8c9335e,angular/angular.js,1384947116,0,2013-11-20 11:31:56 UTC,"docs(guide/ie): fix typo

Closes #5006
"
a05691f0ad9d20fc9ffb1fc04d531e257e37d55b,facebook/react,1441861819,-420,2015-09-10 05:10:19 UTC,"Merge pull request #4747 from spicyj/gh-1939

Don't crash in event handling when mixing React copies"
a0b35161a6b9143ee89853e5c924d7855a488c25,angular/angular.js,1310804137,-420,2011-07-16 08:15:37 UTC,"fix(doc): fix all broken links
"
e4909d0f2e42ec093d75454a1dad16a305b1fb99,facebook/react,1386101472,-480,2013-12-03 20:11:12 UTC,"Add video at the bottom of the front page
"
ed4daba87d85764b0dfe66c86696192f91d688fe,facebook/react,1430049256,120,2015-04-26 11:54:16 UTC,"src/core/ReactChildReconciler.js::unmountChildren was missing an Object.hasOwnProperty check
"
228754fe96ae5613bf4b419605891e3be3e3f75f,angular/angular.js,1469199848,60,2016-07-22 15:04:08 UTC,"docs(CHANGELOG.md): add release notes for v1.5.8
"
2473412ba55f7c47f2ca24311312ce95ee11949e,angular/angular.js,1342465842,-420,2012-07-16 19:10:42 UTC,"fix(docs): Fix spelling, punctuation and grammatical errors on dev guide compiler page.
"
281feba4caffd14ffbd6dedfb95ad6415cff8483,angular/angular.js,1381152674,60,2013-10-07 13:31:14 UTC,"refactor($parse): only instantiate lex/parse once

Closes #4286
"
2ca6db53745fb51ca0f3129a1abb30bb14407829,angular/angular.js,1464037193,60,2016-05-23 20:59:53 UTC,"chore(docs): fix api.template.html to display git links
"
3093a476b1b745a2b1691f5c8c53521608bb38eb,facebook/react,1372810567,-420,2013-07-03 00:16:07 UTC,"Merge pull request #115 from spicyj/async-state

Batch together calls to setState, setProps, etc"
15fa29fb4b5c53dd679602d8bdc392e4874d8917,angular/angular.js,1380312814,-420,2013-09-27 20:13:34 UTC,"docs(ngCsp): fix grammar
"
ebff2bc7a39498807d5367cb4ecbd8f686bba879,facebook/react,1370093875,-420,2013-06-01 13:37:55 UTC,"Merge pull request #36 from jeffreylin/master

Fix live_editor.js usage of class="
4c03bafa4e3a5bf1b1d51ca4c98ac16b5699cd14,facebook/react,1453424808,-480,2016-01-22 01:06:48 UTC,"Merge pull request #5891 from zpao/vendor-semi

Add semicolon for react-dom source files."
4d9561d9385d6efa97f2e3ecdf5caad292611aa6,facebook/react,1426026752,-420,2015-03-10 22:32:32 UTC,"Merge pull request #3310 from darcyadams/console-exists-before-warn

Check that console exists before warning"
54cae0f1d022d9ca51c9871ade49385619787431,angular/angular.js,1421259526,0,2015-01-14 18:18:46 UTC,"chore(package.json): increment the branch pattern to 1.4
"
54fa16e45d8769ce6708a28388326db0eea53c7e,angular/angular.js,1408249791,-420,2014-08-17 04:29:51 UTC,"perf: speed up shallowCopy and special case Attributes cloning

`for in` is much faster than `Object.keys()` but `for in` includes properties from the prototype.

http://jsperf.com/for-in-vs-object-keys2

All the uses of shallowCopy don't deal with objects with heavy prototypes, except for Attributes instances
in $compile.

For this reason it's better to special-case Attributes constructor and make it do it's own shallow copy.
This cleans up the Attribute/$compile code as well.
"
57d14ec33a3393c8d37f9230428c9ac35a5c8059,facebook/react,1437443638,-420,2015-07-21 01:53:58 UTC,"Merge pull request #4400 from jimfb/adler32

Improved performance for our adler32 implementation."
5a7c273a1bf853cf4ba0c70e9a64c41ea9385ebb,facebook/react,1446599020,-480,2015-11-04 01:03:40 UTC,"Always do useCreateElement for updates

Initial render can still be a markup string.
"
d7ced68dcec476e5675b95a79af29f1835295a9a,facebook/react,1464212854,60,2016-05-25 21:47:34 UTC,Clarify that string refs are considered legacy. (#6692)
3af1e7ca2ee8c2acd69e5bcbb3ffc1bf51239285,angular/angular.js,1311206816,-420,2011-07-21 00:06:56 UTC,"feat(filter.date): add support for default datetime formats in en

- add support for full,long, medium, short datetime formats in en

Breaks MMMMM. now we don't support MMMMM anymore as old implementation differs
from Unicode Locale Data format we are following.

- removed support for fullDateTime and fullTime as it means too much
trouble with full timeZone names
- added docs for the new features
"
41cb5885148b1088c940ae2cacf38caf82093646,angular/angular.js,1406831532,-420,2014-07-31 18:32:12 UTC,"docs(faq): remove the mention of IE8
"
0cc8af37c33712e27347b3ee758a1bb6b6f740d2,facebook/react,1442177726,-420,2015-09-13 20:55:26 UTC,"Merge pull request #4861 from zpao/symbol-test-node4

Better simulate Symbol-less environment"
1af563d43e74cb7be53e815b66fd91dd93986ed6,angular/angular.js,1426619617,0,2015-03-17 19:13:37 UTC,"fix($http): throw error if `success` and `error` methods do not receive a function

Closes #11330
Closes #11333
"
23edc0d274d253bbb2133ee7cdd417815601f441,facebook/react,1448044589,60,2015-11-20 18:36:29 UTC,"Rest/Spread Properties may not be part of ES7

According to the http://www.2ality.com/2015/11/tc39-process.html it is
not a good idea to guess target ES version until the proposal reaches
later phases.

Even the proposal repository now states
  > It is a Stage 2 proposal for ECMAScript. <
(it has been changed in https://github.com/sebmarkbage/ecmascript-rest-spread/commit/e9813ac78ad59994585f12e17be57e776378fdc4)
"
01535bfc185731307b817b74bbc92a0e9db97fb1,facebook/react,1436035392,180,2015-07-04 18:43:12 UTC,"Remove unnecessary semicolon;

For the God of css"
03216760ec858f3257e4e009a40f7f9a62b41510,angular/angular.js,1373566295,-420,2013-07-11 18:11:35 UTC,"test(ngList): remove disabled test

this test fails and we don't have intentions on making it pass since
we never made a commitment to implement this feature.
"
28a97dbd74e3ab7a87786e8b4a3e8cea63579977,facebook/react,1457632082,180,2016-03-10 17:48:02 UTC,"update to set value property with empty string; add test; update ReactDOMComponent test
"
28b10a9d6a29e1ffe4496108331a212279159913,facebook/react,1444427064,-420,2015-10-09 21:44:24 UTC,"Document context

Fixes #580.
"
2d0eda10e43f6b079b531c507282fad082ea0762,angular/angular.js,1425504301,0,2015-03-04 21:25:01 UTC,"docs(ngMessageExp): split ngMessage docs up to show its alias more clearly
"
321e7e117594be87980f5d143482256df318d0ae,facebook/react,1370319170,-420,2013-06-04 04:12:50 UTC,"Merge pull request #53 from yungsters/master

Revise ""Why React"" content."
349742b3f0ffb4ff771bcd8a8b0ae2abfe00c1e9,angular/angular.js,1420033830,60,2014-12-31 13:50:30 UTC,"test($http): remove unused inject() calls

Closes #10611
"
31faeaa7293716251ed437fa54432bb89d9d48de,angular/angular.js,1402684527,-420,2014-06-13 18:35:27 UTC,"perf(jqLite): optimize adding nodes to a jqLite collection

This code is very hot and in most cases we are wrapping just a single Node so
we should optimize for that scenario.
"
358140679cbda686f8c3a7d04887342188572cb0,facebook/react,1447265054,-480,2015-11-11 18:04:14 UTC,"Use comment nodes for empty components

This makes more sense and avoids DOM nesting problems.

![image](https://cloud.githubusercontent.com/assets/6820/11098713/952348ca-885b-11e5-9757-e4a76467b0b8.png)

(ReactSimpleEmptyComponent isn't used here but React Native can use it as it currently does.)
"
36734f4d374aefe64d93db0d30d8cb437a6a7970,facebook/react,1467741276,60,2016-07-05 17:54:36 UTC,"Add link to @troydemonbreun’s contribution

We missed this PR in the changelog"
93901bdde4bb9f0ba114ebb33b8885808e1823e1,angular/angular.js,1386203200,-300,2013-12-05 00:26:40 UTC,"fix($animate): ensure ms durations are properly rounded

Closes #5113
Closes #5162
"
945d041160cb2fca3bde2c2422c46e6fe99af4dd,facebook/react,1397686171,-420,2014-04-16 22:09:31 UTC,"Add clearer invariant in processUpdates

The `updatedChildren[j].parentNode.removeChild(updatedChildren[j]);` line below can fail if (1) we're moving/moving the same node twice or (2) the node we're looking for is gone completely. This makes it easier to distinguish between the two cases.

Perf shouldn't be a concern here because this is DOM code and invariants are fast in comparison.

Test Plan: grunt test
"
972befe0b6e94b37adbf2602c6c200410d31f226,facebook/react,1421868533,-360,2015-01-21 19:28:53 UTC,"Merge pull request #2889 from salier/react-default-perf

Repair ReactDefaultPerf"
9a93f24709cb45bfc9a7ad164870f4cc9373035a,facebook/react,1434040025,-420,2015-06-11 16:27:05 UTC,"[lint] Ignore generated docs
"
9ad0e1d846a4fe51f2397333d1df3e0b72d28067,facebook/react,1418229399,-300,2014-12-10 16:36:39 UTC,Update BeforeInputEventPlugin.js
9b427a322f87f2fd2f3c7227e04f848bbbcc622e,facebook/react,1395032490,-420,2014-03-17 05:01:30 UTC,"Fix some invalid uses of instances

Breaking this out of the other code mod.
"
9c1916dedbe7e4462e8a4f43aad9b4e6bdbbf5ee,facebook/react,1457162429,-480,2016-03-05 07:20:29 UTC,"Fix #6114 - Calling setState inside getChildContext should warn
"
acf095d1783e30e750d046ef24e81b5a0a31fbd4,angular/angular.js,1337276205,-420,2012-05-17 17:36:45 UTC,"fix(jqLite): have same expando format as jQuery
"
ae72e6ef919b948f52e37ed5088c68531f782473,facebook/react,1393548101,-480,2014-02-28 00:41:41 UTC,"Merge pull request #1082 from spicyj/class-false

Ensure className={false} turns into string 'false'"
8bc828aa7c90fe13f4957792a50ddbbe99077173,facebook/react,1426366392,-420,2015-03-14 20:53:12 UTC,"Generate XML-compatible tags and boolean attributes
"
8c6a8171f9bdaa5cdabc0cc3f7d3ce10af7b434d,angular/angular.js,1402684526,-420,2014-06-13 18:35:26 UTC,"perf(Scope): change Scope#id to be a simple number

In apps that create lots of scopes (apps with large tables) the uid generation
shows up in the profiler and adds a few milliseconds. Using simple counter
doesn't have this overhead.

I think the initial fear of overflowing and thus using string alphanum sequence
is unjustified because even if an app was to create lots of scopes non-stop,
you could create about 28.6 million scopes per seconds for 10 years before
you would reach a number that can't be accurately represented in JS

BREAKING CHANGE: Scope#$id is now of time number rather than string. Since the
id is primarily being used for debugging purposes this change should not affect
anyone.
"
9952a54026cbc0f60879d3f13e80141b65c04328,facebook/react,1411587339,-420,2014-09-24 19:35:39 UTC,"[blog] testing flux applications
"
c52d0957decd4bf52417c93c7a7d1645bc4266f4,angular/angular.js,1456762769,60,2016-02-29 16:19:29 UTC,"refactor($compile): remove out of date jQuery vs jqLite comment/workaround
"
c778e61da0c82e89fca619d4ea6e39c04323a89c,facebook/react,1421793033,-480,2015-01-20 22:30:33 UTC,"Fix ES6Class test so it runs in browsers

document.createElement throws an error if you don't pass it any
arguments. Neither PhantomJS nor jest (via jsdom at version jest is
using) behave as browsers do now so this went unnoticed.
"
551cc01430741bd91e3942f1295721092e7de8b4,facebook/react,1383161378,-420,2013-10-30 19:29:38 UTC,"Update nav config with new entry names/permalinks
"
372fa6993b2b1b4848aa4be3c3e11f69244fca6f,angular/angular.js,1412856258,-240,2014-10-09 12:04:18 UTC,"fix($injector): ensure $get method invoked with provider context

0d3b69a5f27b41745b504c7ffd8d72653bac1f85 broke this by calling $get with an undefined
context, which in strict mode would be undefined. This fixes this by ensuring that the
provider is used as the context, as it was originally.

Closes #9511
Closes #9512
"
39442aaa8447df39519a387fbed2894da395a8e4,facebook/react,1429747559,-420,2015-04-23 00:05:59 UTC,"Update cloneWithProps documentation

Updated documentation to reflect that using React.cloneElement is the new way to copy an element and preserve `key` and `ref`.

Fixes #3432, closes #3447.
"
0d4def68ae0d95dd106d2731d60b6d6b635b5afc,angular/angular.js,1296792218,-480,2011-02-04 04:03:38 UTC,"added more cookbook: work in progress
"
0d717310fd307cfc192b87f5d825c2963db25fa1,angular/angular.js,1285058232,120,2010-09-21 08:37:12 UTC,"fixed test for ng:src which fails on IE, since IE treats undefined src as url to the current page.
"
116e1d7d176d1f40b106675faf6be40554c5cabf,angular/angular.js,1465831115,120,2016-06-13 15:18:35 UTC,"docs(guide): add notes about using ngAttr for IE

- Add note about using the value attribute for the progress tag with IE in the IE compat / interpolation guide
- Add note about placeholder attribute in textarea to the ie compat guide

Closes #7218
PR (#14753)"
3b2d176f59721060ad18619e109f631c76022a0d,facebook/react,1395433280,-420,2014-03-21 20:21:20 UTC,"Update AUTHORS for 0.10
"
cb6b976851b2114382cbd0d0ce1894eb4c49472f,angular/angular.js,1396561421,-420,2014-04-03 21:43:41 UTC,"chore(CHANGELOG.md): add missing changes to 1.2.16 release
"
cd74f7446822189929270643ce7c4dc9eb7fa36a,angular/angular.js,1389990873,-300,2014-01-17 20:34:33 UTC,"docs(tutorial): add missing semicolon to code snippet

Lets encourage people to use semicolons in javascript :>

Closes #5834
"
adb666e67fa2a4a525a641f6fa7a239c3dd1cd1c,facebook/react,1377638246,-420,2013-08-27 21:17:26 UTC,"Allow getInitialState() for mixins

Today mixins can't easily be stateful because they can't provide getInitialState(). This allows multiple getInitialState() methods as long as they don't return objects that have conflicting keys. In that case, we throw.
"
ba78edbed8cc81d01ce5efc4d5a3f0acfbf19bcb,facebook/react,1393376460,-480,2014-02-26 01:01:00 UTC,Update complementary-tools.md
ddaf215b03cee506c907474578c950367b344062,facebook/react,1418229173,-300,2014-12-10 16:32:53 UTC,"Combine BeforeInput and Composition event plugins

In order to improve support for Chinese and Japanese IME input in
Internet Explorer, use a fallback composition state to determine
inserted text. IE composition events are mostly okay, except for
certain punctuation characters that are ignored. Using the fallback, we
can detect these characters.

The fallback is also useful for emitting `beforeInput` events, so it
makes sense to simply combine these plugins.

This change also incorporates a recent change to the Google Input Tools
browser extension that exposes a `data` field via the `detail` object
on the custom composition events it emits.
"
79b6d557922bfe70863b5012100d02f33b940bed,angular/angular.js,1453916853,0,2016-01-27 17:47:33 UTC,"chore(travis): add an integration hook for the angular hubot daemon

Closes #13777
"
903e7352c9943e4d3757dd1cff58178d4c5375d6,angular/angular.js,1405708147,-420,2014-07-18 18:29:07 UTC,"perf(ngBindHtml): move addClass to the compile phase

Closes #8261
"
94759f4c2cab91d35a18159a00fbdaec0af79aa9,angular/angular.js,1280183702,-420,2010-07-26 22:35:02 UTC,"remove old unneded files
"
ebe51284896981142af5b8b1509df17419f2b644,facebook/react,1458596417,0,2016-03-21 21:40:17 UTC,"Use specific method names in error messages
"
